t,q0,q1,q2,q3,q4,q5,do
7488.355,-6.133714784795075e-05,-1.5708629093565882,-1.570839762687683,-1.5708362064757289,1.5708098411560059,-9.838734762013246e-06,768
7488.357,-3.0199159795074593e-07,-1.5707826164510443,-1.570839762687683,-1.5708404980101527,1.5707899332046509,6.198883056640625e-06,768
7488.3589999999995,3.337860107421875e-06,-1.570799013177389,-1.5708190202713013,-1.570860048333639,1.5708423852920532,-2.2236500875294496e-05,768
7488.361,-3.6541615621388246e-05,-1.570778803234436,-1.5708515644073486,-1.5708323917784632,1.5707859992980957,-9.838734762013246e-06,768
7488.362999999999,-3.6541615621388246e-05,-1.5708347759642542,-1.5708355903625488,-1.570852895776266,1.5708343982696533,2.582779234217014e-05,768
7488.365,-4.8939381734669496e-05,-1.5707626250517315,-1.570839762687683,-1.5708204708495082,1.5708222389221191,-3.415742983037262e-05,768
7488.366999999999,-3.0199159795074593e-07,-1.570799013177389,-1.570831537246704,-1.5708686314024867,1.570801854133606,1.9073486328125e-06,768
7488.369,-2.0329152242481996e-05,-1.570815225640768,-1.5707870721817017,-1.5708571873106898,1.5707497596740723,-2.9865895406544496e-05,768
7488.371,-1.2699757711231996e-05,-1.5708071194090785,-1.570847511291504,-1.5708643398680628,1.5707541704177856,-2.175966371709137e-05,768
7488.373,2.339398633921519e-05,-1.5707544099171464,-1.5708314180374146,-1.5709010563292445,1.5707740783691406,-2.175966371709137e-05,768
7488.375,-5.704561342412262e-05,-1.5708314381041468,-1.570847511291504,-1.5708166561522425,1.5708264112472534,-2.6051198140919496e-05,768
7488.3769999999995,-3.2726918355763246e-05,-1.5707949610985743,-1.5708149671554565,-1.5708767376341761,1.570818543434143,-4.560152162724762e-05,768
7488.379,-8.408223287403871e-06,-1.5707949610994838,-1.570831537246704,-1.5708443127074183,1.5707342624664307,-1.7468129293263246e-05,768
7488.380999999999,3.337860107421875e-06,-1.5708147488036097,-1.5707951784133911,-1.5708686314024867,1.5707820653915405,-9.838734762013246e-06,768
7488.383,-8.408223287403871e-06,-1.5708071194090785,-1.570855736732483,-1.5708891354002894,1.5707820653915405,-4.560152162724762e-05,768
7488.384999999999,7.152557373046875e-06,-1.5707785309608262,-1.570831537246704,-1.5708486042418421,1.5707738399505615,4.16590046370402e-05,768
7488.387,-1.2222920553028871e-05,-1.570810934106344,-1.5708355903625488,-1.5708729229369105,1.5707979202270508,-9.838734762013246e-06,768
7488.388999999999,-2.462068666631012e-05,-1.5707908433726807,-1.5708231925964355,-1.5708686314024867,1.5708223581314087,1.9073486328125e-06,768
7488.391,-5.704561342412262e-05,-1.5707746855080877,-1.570867657661438,-1.5708571873106898,1.5708184242248535,-4.1309987203419496e-05,768
7488.393,-2.462068666631012e-05,-1.570827146569723,-1.5708438158035278,-1.5708767376341761,1.5707937479019165,-3.415742983037262e-05,768
7488.3949999999995,-1.2222920553028871e-05,-1.5707746772553328,-1.570786952972412,-1.5708643398680628,1.570801854133606,2.189397855545394e-05,768
7488.397,-1.2699757711231996e-05,-1.570778572008141,-1.5708515644073486,-1.5708767376341761,1.5707979202270508,2.189397855545394e-05,768
7488.398999999999,-2.843538393193512e-05,-1.570815225640768,-1.5708478689193726,-1.5708848438658656,1.570773959159851,-2.9865895406544496e-05,768
7488.401,-2.8912221090138246e-05,-1.570815225640768,-1.5708355903625488,-1.5708962879576625,1.570762038230896,-1.7468129293263246e-05,768
7488.402999999999,-2.0329152242481996e-05,-1.5707949490605024,-1.5708355903625488,-1.5708443127074183,1.5707820653915405,-1.732503072560121e-06,768
7488.405,-4.083315004521637e-05,-1.5708071194090785,-1.5708149671554565,-1.5708333454527796,1.5708059072494507,-1.7468129293263246e-05,768
7488.406999999999,3.165352245559916e-05,-1.570799013177389,-1.570839762687683,-1.570852895776266,1.5707502365112305,-1.732503072560121e-06,768
7488.409,-2.462068666631012e-05,-1.570827146569723,-1.5708190202713013,-1.5708643398680628,1.5708059072494507,-4.178682436162262e-05,768
7488.411,-4.593526021778871e-06,-1.5708071194090785,-1.5708515644073486,-1.5708557567992152,1.5707740783691406,-3.797212709599762e-05,768
7488.413,2.7523754397407174e-05,-1.5708347759642542,-1.5708231925964355,-1.5708767376341761,1.5708223581314087,6.198883056640625e-06,768
7488.415,-4.464784731084137e-05,-1.570782892531799,-1.5708231925964355,-1.5708443127074183,1.5707581043243408,-3.797212709599762e-05,768
7488.4169999999995,-2.462068666631012e-05,-1.5708791218199671,-1.5708438158035278,-1.5708209476866664,1.570801854133606,6.198883056640625e-06,768
7488.419,-5.323091615849762e-05,-1.5707706245578557,-1.5708149671554565,-1.5708404980101527,1.5707939863204956,-4.5124684469044496e-05,768
7488.420999999999,-4.083315004521637e-05,-1.5708548031248988,-1.570799469947815,-1.5709010563292445,1.5707820653915405,1.9073486328125e-06,768
7488.423,-5.704561342412262e-05,-1.5707908105944917,-1.570831537246704,-1.5708486042418421,1.5707937479019165,6.198883056640625e-06,768
7488.424999999999,-4.8939381734669496e-05,-1.5707626492151867,-1.5707952976226807,-1.5708447895445765,1.5708305835723877,-2.9865895406544496e-05,768
7488.427,-3.225008119756012e-05,-1.5708347759642542,-1.5708355903625488,-1.5708643398680628,1.5707820653915405,-6.562868227177887e-05,768
7488.429,-3.701845277959137e-05,-1.5707908433726807,-1.5708231925964355,-1.5708610020079554,1.5708184242248535,-1.7468129293263246e-05,768
7488.431,-2.462068666631012e-05,-1.5708071194090785,-1.5707911252975464,-1.5708404980101527,1.5707740783691406,-2.2236500875294496e-05,768
7488.433,-7.788287561538709e-07,-1.5708352528014125,-1.5708272457122803,-1.570852895776266,1.570810317993164,1.796007200027816e-05,768
7488.4349999999995,-7.325807680302887e-05,-1.5707826971523282,-1.5708035230636597,-1.5708571873106898,1.5707937479019165,-9.838734762013246e-06,768
7488.437,-1.2699757711231996e-05,-1.570778803234436,-1.5708272457122803,-1.5708123646178187,1.5708061456680298,1.9073486328125e-06,768
7488.438999999999,-2.8912221090138246e-05,-1.5707503809974988,-1.5708355903625488,-1.5708166561522425,1.5707859992980957,2.586841583251953e-05,768
7488.441,2.7523754397407174e-05,-1.570815225640768,-1.5707993507385254,-1.5708362064757289,1.570801854133606,-2.175966371709137e-05,768
7488.442999999999,1.1444091796875e-05,-1.5708190403380335,-1.570831537246704,-1.5708724460997523,1.5708144903182983,-2.175966371709137e-05,768
7488.445,1.930511098180432e-05,-1.570754437805892,-1.5708355903625488,-1.5708686314024867,1.5707859992980957,-9.838734762013246e-06,768
7488.446999999999,-4.593526021778871e-06,-1.5707548421672364,-1.5707828998565674,-1.5708362064757289,1.5707820653915405,-3.415742983037262e-05,768
7488.449,-3.0199159795074593e-07,-1.570746655070554,-1.570831537246704,-1.5708276234068812,1.5708063840866089,-2.2236500875294496e-05,768
7488.451,-1.6514454976856996e-05,-1.5708471737303675,-1.5708718299865723,-1.570860048333639,1.5707502365112305,6.198883056640625e-06,768
7488.4529999999995,-3.2726918355763246e-05,-1.570774750344146,-1.5708634853363037,-1.5708805523314417,1.5707662105560303,-4.1309987203419496e-05,768
7488.455,-3.2726918355763246e-05,-1.5707908433726807,-1.5708515644073486,-1.5708767376341761,1.570801854133606,-9.328523744756012e-05,768
7488.456999999999,-4.8939381734669496e-05,-1.5708071194090785,-1.5708190202713013,-1.5708962879576625,1.5708144903182983,4.565715789794922e-05,768
7488.459,-1.6514454976856996e-05,-1.5707787949580343,-1.5708799362182617,-1.5708643398680628,1.570814609527588,-4.941621889287262e-05,768
7488.460999999999,-1.6514454976856996e-05,-1.570810934106344,-1.5707911252975464,-1.5708810291686,1.5707740783691406,-2.6051198140919496e-05,768
7488.463,-4.593526021778871e-06,-1.570815225640768,-1.570867657661438,-1.5708171329894007,1.570793628692627,-1.732503072560121e-06,768
7488.464999999999,1.1444091796875e-05,-1.570774665191795,-1.5708117485046387,-1.5708724460997523,1.5708063840866089,-2.6051198140919496e-05,768
7488.467,-4.464784731084137e-05,-1.5707787867980478,-1.570799469947815,-1.5708724460997523,1.5707859992980957,-3.797212709599762e-05,768
7488.469,-2.462068666631012e-05,-1.5707908515913296,-1.5708597898483276,-1.570860048333639,1.5708303451538086,-5.704561342412262e-05,768
7488.471,-5.2754079000294496e-05,-1.5708147488036097,-1.570831537246704,-1.570892950097555,1.570793867111206,1.9073486328125e-06,768
7488.473,1.5735626220703125e-05,-1.570810934106344,-1.5708231925964355,-1.5708729229369105,1.5707662105560303,2.193450927734375e-05,768
7488.474999999999,-1.699129213506012e-05,-1.5707908433726807,-1.5708190202713013,-1.570860048333639,1.570762038230896,-1.732503072560121e-06,768
7488.477,5.200447412789799e-05,-1.570774665191795,-1.570799469947815,-1.5708614788451136,1.5708374977111816,-5.3707753316700746e-05,768
7488.478999999999,-3.225008119756012e-05,-1.5707787949580343,-1.5708190202713013,-1.5708810291686,1.5708057880401611,-3.415742983037262e-05,768
7488.481,-6.562868227177887e-05,-1.570754365519253,-1.5708355903625488,-1.5708681545653285,1.5707895755767822,1.9073486328125e-06,768
7488.482999999999,-3.0199159795074593e-07,-1.5707908433726807,-1.5707952976226807,-1.5708166561522425,1.5707820653915405,1.9073486328125e-06,768
7488.485,-3.6541615621388246e-05,-1.570774673466378,-1.5708190202713013,-1.570852895776266,1.570818305015564,-3.3680592672169496e-05,768
7488.487,-4.464784731084137e-05,-1.5707705437001387,-1.5708438158035278,-1.5708443127074183,1.570801854133606,2.189397855545394e-05,768
7488.489,1.1444091796875e-05,-1.570799013177389,-1.5708231925964355,-1.5708486042418421,1.5707859992980957,6.580210174433887e-05,768
7488.491,-5.323091615849762e-05,-1.570778803234436,-1.5707952976226807,-1.5708810291686,1.5707899332046509,-5.547200338185121e-06,768
7488.4929999999995,-4.464784731084137e-05,-1.5707543851570627,-1.570839762687683,-1.5707958501628418,1.5708261728286743,6.198883056640625e-06,768
7488.495,1.9550323486328125e-05,-1.5708028278746546,-1.570839762687683,-1.5708486042418421,1.570762038230896,-1.732503072560121e-06,768
7488.496999999999,-4.8939381734669496e-05,-1.5707866844516793,-1.5708035230636597,-1.5707882207683106,1.570802092552185,-2.9865895406544496e-05,768
7488.499,-4.083315004521637e-05,-1.5708028278746546,-1.5708190202713013,-1.5709167919554652,1.5707621574401855,-2.6051198140919496e-05,768
7488.500999999999,-6.133714784795075e-05,-1.570734275108709,-1.5708231925964355,-1.5708767376341761,1.5707778930664062,-4.941621889287262e-05,768
7488.503,-4.8939381734669496e-05,-1.5707708564917375,-1.5708231925964355,-1.5708562336363734,1.570770025253296,-1.3653432027638246e-05,768
7488.505,-1.6514454976856996e-05,-1.5707826569071877,-1.5707756280899048,-1.5708362064757289,1.5707778930664062,-1.732503072560121e-06,768
7488.507,-2.462068666631012e-05,-1.5707705437001387,-1.5708231925964355,-1.570904394189352,1.570793867111206,1.0013580322265625e-05,768
7488.509,-2.462068666631012e-05,-1.5707870218796707,-1.5708638429641724,-1.5708486042418421,1.5708261728286743,1.9073486328125e-06,768
7488.5109999999995,2.384185791015625e-05,-1.5707705437001387,-1.570847511291504,-1.5708729229369105,1.5707662105560303,-2.175966371709137e-05,768
