t,q0,q1,q2,q3,q4,q5,do
0.0,-1.699129213506012e-05,-1.570730453615699,-1.5708597898483276,-1.5708610020079554,1.570818543434143,-3.7495289937794496e-05,768
0.0020000000004074536,-3.0199159795074593e-07,-1.570799013177389,-1.570855736732483,-1.5708891354002894,1.570781946182251,-2.175966371709137e-05,768
0.0039999999999054126,-4.083315004521637e-05,-1.5707949731398294,-1.5708149671554565,-1.5708724460997523,1.5707859992980957,-2.6051198140919496e-05,768
0.006000000000312866,-2.080598940068512e-05,-1.5707908268539832,-1.5708355903625488,-1.5708891354002894,1.5707581043243408,-5.799928774052887e-05,768
0.007999999999810825,3.337860107421875e-06,-1.5707826247274461,-1.570799469947815,-1.5708643398680628,1.5707939863204956,-2.6051198140919496e-05,768
0.010000000000218279,1.1444091796875e-05,-1.570786713605532,-1.5708110332489014,-1.5708242855467738,1.5708019733428955,1.4094100151851308e-05,768
0.011999999999716238,-3.225008119756012e-05,-1.5708314381041468,-1.5708478689193726,-1.570892950097555,1.570770025253296,1.049041748046875e-05,768
0.014000000000123691,1.9312552467454225e-05,-1.570827146569723,-1.570855736732483,-1.5708333454527796,1.5707859992980957,-5.547200338185121e-06,768
0.016000000000531145,-5.323091615849762e-05,-1.570774648720846,-1.5707952976226807,-1.5708571873106898,1.570826530456543,-3.415742983037262e-05,768
0.018000000000029104,-4.464784731084137e-05,-1.570758503560075,-1.570799469947815,-1.5707925123027344,1.5707943439483643,-2.175966371709137e-05,768
0.020000000000436557,-6.133714784795075e-05,-1.5707866844516793,-1.5708597898483276,-1.5708166561522425,1.5707939863204956,-4.178682436162262e-05,768
0.021999999999934516,-2.462068666631012e-05,-1.5707908598099785,-1.570831537246704,-1.5708686314024867,1.570750117301941,-3.034273256474762e-05,768
0.02400000000034197,-2.462068666631012e-05,-1.5708309612669886,-1.5708396434783936,-1.5708724460997523,1.570781946182251,-6.2290822164357e-05,768
0.02599999999983993,-5.323091615849762e-05,-1.570778803234436,-1.5708190202713013,-1.570904394189352,1.5707979202270508,-1.732503072560121e-06,768
0.028000000000247383,-4.464784731084137e-05,-1.5708071194090785,-1.570831537246704,-1.5708486042418421,1.5708019733428955,-5.547200338185121e-06,768
0.02999999999974534,-2.8912221090138246e-05,-1.5707826157962081,-1.570807695388794,-1.5708004436888636,1.5707619190216064,-1.732503072560121e-06,768
0.032000000000152795,2.7508676794241183e-05,-1.570774673466378,-1.570867657661438,-1.5708486042418421,1.5707898139953613,-2.175966371709137e-05,768
0.03400000000056025,-1.6514454976856996e-05,-1.570758503560075,-1.570839762687683,-1.5708610020079554,1.570798397064209,-7.039705385381012e-05,768
0.03600000000005821,1.1444091796875e-05,-1.5708028278746546,-1.5708190202713013,-1.5708686314024867,1.5707701444625854,2.384185791015625e-06,768
0.03800000000046566,-7.788287561538709e-07,-1.5707462234498344,-1.570783019065857,-1.5708643398680628,1.5707979202270508,2.6450870791450143e-05,768
0.03999999999996362,2.3429871362168342e-05,-1.5707585194216627,-1.5708355903625488,-1.5708686314024867,1.5708019733428955,2.384185791015625e-06,768
0.042000000000371074,-2.843538393193512e-05,-1.5707908433726807,-1.5708231925964355,-1.5708209476866664,1.5707780122756958,1.8281472875969484e-05,768
0.04399999999986903,7.152557373046875e-06,-1.5708228550352992,-1.5708190202713013,-1.5708362064757289,1.5707979202270508,6.198883056640625e-06,768
0.046000000000276486,-1.6514454976856996e-05,-1.5707708564917375,-1.570799469947815,-1.5708404980101527,1.5707859992980957,6.198883056640625e-06,768
0.047999999999774445,-2.0329152242481996e-05,-1.570758560552651,-1.5708675384521484,-1.5708686314024867,1.5707461833953857,-3.034273256474762e-05,768
0.0500000000001819,-4.464784731084137e-05,-1.5707867256463324,-1.570847511291504,-1.570852895776266,1.570770025253296,-4.178682436162262e-05,768
0.05200000000058935,-3.0199159795074593e-07,-1.5707667630961915,-1.5708190202713013,-1.5708486042418421,1.5708187818527222,-1.3653432027638246e-05,768
0.05400000000008731,1.1444091796875e-05,-1.5707949731398294,-1.5708190202713013,-1.5708810291686,1.5707541704177856,-1.732503072560121e-06,768
0.056000000000494765,-1.699129213506012e-05,-1.5707425297553819,-1.570807695388794,-1.570860048333639,1.5707420110702515,-3.415742983037262e-05,768
0.057999999999992724,-8.088747133427887e-05,-1.5708071194090785,-1.5708717107772827,-1.5708447895445765,1.5707778930664062,-4.560152162724762e-05,768
0.06000000000040018,-4.8939381734669496e-05,-1.570794964897079,-1.5708515644073486,-1.5708486042418421,1.570770025253296,-1.794496645146637e-05,768
0.06199999999989814,-4.8939381734669496e-05,-1.5707908433726807,-1.5708272457122803,-1.5708610020079554,1.570834755897522,-4.2263661519825746e-05,768
0.06400000000030559,-2.0329152242481996e-05,-1.570827146569723,-1.5708149671554565,-1.5708686314024867,1.5707460641860962,-4.274049867802887e-05,768
0.06599999999980355,-3.0199159795074593e-07,-1.5707908433726807,-1.570807695388794,-1.570796327,1.5707820653915405,-1.794496645146637e-05,768
0.068000000000211,-2.462068666631012e-05,-1.570794997885816,-1.570839762687683,-1.5708571873106898,1.5708423852920532,-2.6051198140919496e-05,768
0.06999999999970896,-3.0199159795074593e-07,-1.570778494959388,-1.570807695388794,-1.5708643398680628,1.5708184242248535,-2.6051198140919496e-05,768
0.07200000000011642,-2.462068666631012e-05,-1.5707746937262819,-1.5708190202713013,-1.5708767376341761,1.570801854133606,-1.794496645146637e-05,768
0.07400000000052387,-5.704561342412262e-05,-1.5707503165034105,-1.570799469947815,-1.5708323917784632,1.5708431005477905,4.60618975921534e-05,768
0.07600000000002183,1.932906889123842e-05,-1.5707867256463324,-1.5708478689193726,-1.570808549920553,1.5708098411560059,1.049041748046875e-05,768
0.07800000000042928,-9.328523744756012e-05,-1.5707667713725932,-1.5708272457122803,-1.5708362064757289,1.5708059072494507,-4.9893056051075746e-05,768
0.07999999999992724,-4.8939381734669496e-05,-1.5708228550352992,-1.570855736732483,-1.5708281002440394,1.570810317993164,-5.547200338185121e-06,768
0.0820000000003347,1.5735626220703125e-05,-1.5707705924363218,-1.5708438158035278,-1.570852895776266,1.5707939863204956,1.4781951904296875e-05,768
0.08399999999983265,1.52587890625e-05,-1.5707867009226284,-1.570807695388794,-1.5708486042418421,1.570781946182251,-2.6051198140919496e-05,768
0.0860000000002401,-4.083315004521637e-05,-1.570758527607115,-1.570831298828125,-1.5708767376341761,1.5707979202270508,2.384185791015625e-06,768
0.08799999999973807,-1.2699757711231996e-05,-1.5707949693181327,-1.5708231925964355,-1.570860048333639,1.5707660913467407,-2.6051198140919496e-05,768
0.09000000000014552,-2.8912221090138246e-05,-1.5707949731398294,-1.570847988128662,-1.5708891354002894,1.5707619190216064,1.829786015150603e-05,768
0.09200000000055297,-4.464784731084137e-05,-1.5707544181025987,-1.5708190202713013,-1.5708486042418421,1.5708304643630981,-7.468858827763825e-05,768
0.09400000000005093,-7.325807680302887e-05,-1.5707788197872397,-1.570831537246704,-1.5708686314024867,1.570770025253296,1.049041748046875e-05,768
0.09600000000045839,1.1444091796875e-05,-1.5708228550352992,-1.5708355903625488,-1.5708404980101527,1.5707660913467407,-3.8448964254200746e-05,768
0.09799999999995634,-3.6541615621388246e-05,-1.5707746855080877,-1.5708355903625488,-1.5708209476866664,1.5708229541778564,-3.034273256474762e-05,768
0.1000000000003638,-6.515184511357575e-05,-1.5707949610994838,-1.5708190202713013,-1.5708767376341761,1.570770025253296,-4.560152162724762e-05,768
0.10199999999986176,-1.699129213506012e-05,-1.570827146569723,-1.5708231925964355,-1.5708643398680628,1.5707859992980957,-1.732503072560121e-06,768
0.10400000000026921,-3.6541615621388246e-05,-1.5707425349213118,-1.570855736732483,-1.5708686314024867,1.5707979202270508,2.648381268954836e-05,768
0.10599999999976717,-1.2699757711231996e-05,-1.5707705437001387,-1.5708438158035278,-1.570892950097555,1.570801854133606,-1.794496645146637e-05,768
0.10800000000017462,-6.133714784795075e-05,-1.5708071194090785,-1.5708515644073486,-1.5708848438658656,1.5707899332046509,-1.3653432027638246e-05,768
0.11000000000058208,-2.8912221090138246e-05,-1.570815225640768,-1.5708520412445068,-1.5708281002440394,1.5708224773406982,-9.838734762013246e-06,768
0.11200000000008004,7.152557373046875e-06,-1.570799013177389,-1.57077157497406,-1.5708281002440394,1.5707979202270508,4.249361882102676e-05,768
0.11400000000048749,-7.707277406865387e-05,-1.570778803234436,-1.570847511291504,-1.5708848438658656,1.5707660913467407,2.2386739146895707e-05,768
0.11599999999998545,-2.462068666631012e-05,-1.5707543737956549,-1.5708314180374146,-1.5708571873106898,1.5707460641860962,6.198883056640625e-06,768
0.1180000000003929,1.9550323486328125e-05,-1.5707543737920169,-1.5708190202713013,-1.5708848438658656,1.5707420110702515,2.384185791015625e-06,768
0.11999999999989086,-5.323091615849762e-05,-1.570827146569723,-1.570839762687683,-1.5708447895445765,1.5707900524139404,-9.361897603810121e-06,768
0.12200000000029831,-1.2222920553028871e-05,-1.570810934106344,-1.5708231925964355,-1.5708486042418421,1.5708057880401611,-1.732503072560121e-06,768
0.12399999999979627,-4.083315004521637e-05,-1.5708185635008753,-1.5708035230636597,-1.5708610020079554,1.5708143711090088,1.0013580322265625e-05,768
0.12600000000020373,-3.225008119756012e-05,-1.5707466399256482,-1.570839762687683,-1.5708486042418421,1.5707378387451172,-5.547200338185121e-06,768
0.12799999999970169,-3.2726918355763246e-05,-1.570810934106344,-1.570786952972412,-1.5708362064757289,1.5707740783691406,-4.9893056051075746e-05,768
0.13000000000010914,2.7475831302581355e-05,-1.5707746855080877,-1.5708035230636597,-1.570852895776266,1.5707582235336304,5.0620012189028785e-05,768
0.1320000000005166,-3.0199159795074593e-07,-1.5707507652117165,-1.5708272457122803,-1.5708848438658656,1.570773959159851,-1.732503072560121e-06,768
0.13400000000001455,-5.704561342412262e-05,-1.570782608256497,-1.570791244506836,-1.5708810291686,1.5707820653915405,-4.560152162724762e-05,768
0.136000000000422,-3.639851705372621e-06,-1.5707829495534789,-1.5708035230636597,-1.5708166561522425,1.5707502365112305,-3.034273256474762e-05,768
0.13799999999991996,-7.707277406865387e-05,-1.5707825835109652,-1.5708117485046387,-1.5708643398680628,1.5707660913467407,-2.9865895406544496e-05,768
0.14000000000032742,-6.133714784795075e-05,-1.5707788361763342,-1.5708117485046387,-1.570796327,1.570802092552185,-3.8448964254200746e-05,768
0.14199999999982538,-3.0199159795074593e-07,-1.5707788196708243,-1.570855736732483,-1.5708323917784632,1.5707581043243408,-1.732503072560121e-06,768
0.14400000000023283,-5.704561342412262e-05,-1.5707949693513292,-1.570855736732483,-1.5708652935423792,1.5707979202270508,-2.9865895406544496e-05,768
0.1459999999997308,-7.325807680302887e-05,-1.5708190403380335,-1.570839762687683,-1.5708290539183558,1.5708144903182983,2.384185791015625e-06,768
0.14800000000013824,-8.408223287403871e-06,-1.5707343350698757,-1.570839762687683,-1.5708371601500453,1.5708144903182983,1.4069353710510768e-05,768
0.1500000000005457,-3.6541615621388246e-05,-1.5707949858222783,-1.570839762687683,-1.5708447895445765,1.5707859992980957,-3.034273256474762e-05,768
0.15200000000004366,3.337860107421875e-06,-1.5707667630961915,-1.570839762687683,-1.5708404980101527,1.5708222389221191,2.239493369415868e-05,768
0.1540000000004511,-3.6541615621388246e-05,-1.5707867256463324,-1.570831298828125,-1.5708447895445765,1.5708098411560059,-3.415742983037262e-05,768
0.15599999999994907,-1.2699757711231996e-05,-1.5708428821959437,-1.570807695388794,-1.5708166561522425,1.5707937479019165,-5.418459047490387e-05,768
0.15800000000035652,-5.704561342412262e-05,-1.5707705677817394,-1.5707870721817017,-1.5708724460997523,1.570770025253296,-1.732503072560121e-06,768
0.15999999999985448,-1.2699757711231996e-05,-1.5707626333281333,-1.5708355903625488,-1.5708281002440394,1.570810317993164,-5.547200338185121e-06,768
0.16200000000026193,-4.083315004521637e-05,-1.5707908433726807,-1.5708355903625488,-1.570824762383932,1.5708343982696533,-1.732503072560121e-06,768
0.1639999999997599,-1.2699757711231996e-05,-1.570815225640768,-1.5708515644073486,-1.5708362064757289,1.5707820653915405,-9.361897603810121e-06,768
0.16600000000016735,-2.080598940068512e-05,-1.5707949610994838,-1.570831537246704,-1.5708323917784632,1.5707343816757202,-4.560152162724762e-05,768
0.1680000000005748,-1.6514454976856996e-05,-1.5707543737956549,-1.5708355903625488,-1.5708404980101527,1.5708057880401611,6.198883056640625e-06,768
0.17000000000007276,-5.323091615849762e-05,-1.5707585035273333,-1.5708190202713013,-1.5708486042418421,1.5708261728286743,-2.175966371709137e-05,768
0.1720000000004802,1.9550323486328125e-05,-1.570766730057887,-1.5708231925964355,-1.570892950097555,1.5707937479019165,2.236199361504987e-05,768
0.17399999999997817,-3.0199159795074593e-07,-1.570778803234436,-1.570855736732483,-1.5708166561522425,1.5708264112472534,-3.7495289937794496e-05,768
0.17600000000038563,-4.8939381734669496e-05,-1.570815225640768,-1.5708149671554565,-1.5708724460997523,1.5708303451538086,-1.3653432027638246e-05,768
0.17799999999988358,-4.464784731084137e-05,-1.5708028278746546,-1.5708516836166382,-1.5708643398680628,1.5708414316177368,-2.6051198140919496e-05,768
0.18000000000029104,-7.7549611226857e-05,-1.5708028278746546,-1.5708117485046387,-1.5708209476866664,1.570793867111206,-1.794496645146637e-05,768
0.181999999999789,-1.699129213506012e-05,-1.5707664382701587,-1.5708799362182617,-1.5708643398680628,1.570801854133606,1.8596649169921875e-05,768
0.18400000000019645,-3.6541615621388246e-05,-1.5708428821959437,-1.5707756280899048,-1.5708209476866664,1.5707778930664062,-9.838734762013246e-06,768
0.1859999999996944,-4.083315004521637e-05,-1.570855279962057,-1.570783019065857,-1.570892950097555,1.570773959159851,-2.175966371709137e-05,768
0.18800000000010186,-3.225008119756012e-05,-1.5707828881680435,-1.5708190202713013,-1.5708962879576625,1.5707898139953613,2.384185791015625e-06,768
