1.3599999999999,227,863,0
1.3679999999999382,225,801,0
1.3679999999999382,227,786,0
1.3679999999999382,225,794,0
1.3679999999999382,222,797,0
1.3759999999999764,230,773,0
1.3759999999999764,232,781,0
1.3840000000000146,229,787,0
1.3864615384615415,227,761,0
1.3920000000000528,219,787,0
1.395692307692343,237,774,0
1.400000000000091,238,763,0
1.4079999999999018,229,760,0
1.4098461538460645,222,765,0
1.41599999999994,227,768,0
1.4184615384614903,232,757,0
1.4246153846153657,235,759,0
1.4320000000000164,226,756,0
1.435076923076925,225,766,0
1.4400000000000546,230,749,0
1.443692307692345,220,738,0
1.4492307692308561,233,744,0
1.4559999999999036,235,760,0
1.4559999999999036,234,743,0
1.4559999999999036,236,734,0
1.4559999999999036,234,742,0
1.4559999999999036,226,737,0
1.4559999999999036,235,729,0
1.4559999999999036,230,729,0
1.4670769230768796,237,740,0
1.4960000000000946,235,736,0
1.4960000000000946,230,707,0
1.4960000000000946,229,733,0
1.5119999999999436,232,714,0
1.5119999999999436,229,717,0
1.5119999999999436,231,712,0
1.5119999999999436,239,704,0
1.5119999999999436,249,686,0
1.5119999999999436,237,694,0
1.5119999999999436,242,698,0
1.521230769230757,235,694,0
1.5464615384616234,221,687,0
1.5519999999999072,245,695,0
1.5519999999999072,249,679,0
1.5612307692307206,219,658,0
1.5612307692307206,235,645,0
1.5612307692307206,232,644,0
1.5612307692307206,231,649,0
1.5612307692307206,213,640,0
1.5612307692307206,237,633,0
1.5612307692307206,235,624,0
1.5956923076923886,220,620,0
1.599999999999909,230,619,0
1.599999999999909,240,598,0
1.599999999999909,230,609,0
1.599999999999909,219,595,0
1.599999999999909,236,593,0
1.599999999999909,233,583,0
1.6320000000000618,235,577,40
1.6320000000000618,230,576,40
1.6320000000000618,234,578,40
1.6320000000000618,224,556,40
1.6320000000000618,233,561,40
1.6400000000001,233,545,40
1.6578461538461118,220,546,40
1.6639999999999873,232,533,40
1.6639999999999873,231,537,40
1.6639999999999873,226,517,40
1.6639999999999873,238,526,40
1.6639999999999873,226,540,40
1.6910769230770104,246,535,40
1.6959999999999127,238,533,40
1.6959999999999127,233,522,40
1.6959999999999127,233,520,40
1.6959999999999127,220,510,40
1.7200000000000273,223,527,0
1.7218461538461725,227,510,0
1.7236923076923176,225,505,0
1.7236923076923176,241,513,0
1.7236923076923176,214,535,0
1.7280000000000655,223,514,0
1.7550769230768906,224,503,0
1.759999999999991,239,505,0
1.759999999999991,229,504,0
1.759999999999991,234,515,0
1.759999999999991,242,497,0
1.759999999999991,234,501,0
1.7950769230768542,225,520,0
1.8190769230769395,236,510,0
1.8240000000000691,243,522,0
1.8240000000000691,224,515,0
1.8640000000000327,228,507,0
1.8640000000000327,229,507,0
1.8640000000000327,239,507,0
1.8640000000000327,231,503,0
1.8640000000000327,228,500,40
1.8640000000000327,223,507,40
1.8959999999999582,228,515,40
1.8959999999999582,242,508,40
1.8959999999999582,229,507,40
1.8959999999999582,229,513,40
1.8959999999999582,226,526,40
1.8959999999999582,225,514,40
1.8959999999999582,233,496,40
1.8959999999999582,230,524,40
1.8959999999999582,244,512,40
1.8959999999999582,236,563,40
1.9039999999999964,232,506,40
1.9039999999999964,229,516,40
1.9039999999999964,240,517,40
1.9039999999999964,226,514,40
1.9039999999999964,233,510,40
1.9039999999999964,232,515,40
1.9039999999999964,227,501,40
1.9039999999999964,232,505,40
