t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,ss,tsf,do
899.41,4.0389678347315795e-28, -2.094395102393195, -2.2029999999999994, 1.9984014443252814e-15, 1.5951000000000013, -0.030999999999998806,-1.574521076971136e-13, 4.462714429738546e-14, 0.7795159987914687, -0.3705434612134817, 9.750402477650589e-14, 0.5050270794522526,1.0,1.0,1
899.418,0.0, -2.094395102393195, -2.2029553195711484, -2.123887229910082e-05, 1.5951000000000013, -0.030971052773096197,-1.5745210769711364e-13, 4.4627144297385464e-14, 0.7795159987914688, -0.3705434612134817, 9.75040247765059e-14, 0.5050270794522526,1.0,1.0,1
899.4259999999999,0.0, -2.094395102393195, -2.2028212782845955, -8.495548920262053e-05, 1.5951000000000013, -0.03088421109238748,-1.5745210769711364e-13, 4.4627144297385464e-14, 0.7795159987914687, -0.3705434612134817, 9.75040247765059e-14, 0.5050270794522526,1.0,1.0,1
899.434,0.0, -2.094395102393195, -2.2025978761403397, -0.00019114985070789459, 1.5951000000000013, -0.030739474957874435,-1.5745210769711366e-13, 4.462714429738546e-14, 0.7795159987914687, -0.3705434612134817, 9.750402477650591e-14, 0.5050270794522527,1.0,1.0,1
899.442,0.0, -2.094395102393195, -2.202285113138382, -0.000339821956814923, 1.5951000000000013, -0.030536844369555283,-1.5745210769711366e-13, 4.462714429738546e-14, 0.7795159987914688, -0.3705434612134817, 9.75040247765059e-14, 0.5050270794522526,1.0,1.0,1
899.4499999999999,0.0, -2.094395102393195, -2.2018829892787224, -0.0005309718075245939, 1.5951000000000015, -0.03027631932743091,-1.5745210769711366e-13, 4.4627144297385464e-14, 0.7795159987914688, -0.3705434612134817, 9.750402477650591e-14, 0.5050270794522526,1.0,1.0,1
899.458,0.0, -2.094395102393195, -2.201391504561361, -0.0007645994028369074, 1.5951000000000015, -0.029957899831500434,-1.5745210769711364e-13, 4.462714429738546e-14, 0.7795159987914688, -0.37054346121348164, 9.750402477650591e-14, 0.5050270794522526,1.0,1.0,1
899.466,0.0, -2.094395102393195, -2.2008106589862972, -0.001040704742750087, 1.5951000000000015, -0.029581585881764738,-1.5745210769711364e-13, 4.4627144297385464e-14, 0.7795159987914688, -0.3705434612134817, 9.75040247765059e-14, 0.5050270794522526,1.0,1.0,1
899.4739999999999,-8.881784197001252e-16, -2.094395102393195, -2.2001404525535317, -0.0013592878272667974, 1.5951000000000017, -0.029147377478223824,-1.5745210769711364e-13, 4.462714429738546e-14, 0.7795159987914687, -0.3705434612134817, 9.75040247765059e-14, 0.5050270794522526,1.0,1.0,1
899.482,-8.881784197001252e-16, -2.094395102393195, -2.1993808852630643, -0.001720348656384374, 1.5951000000000017, -0.02865527462087769,-1.574521076971136e-13, 4.462714429738545e-14, 0.7795159987914687, -0.37054346121348164, 9.75040247765059e-14, 0.5050270794522526,1.0,1.0,1
