t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,ss,tsf,do
75891.86,-1.6007000000010816, -1.7270906397783383, -2.2029899349256254, -0.8080194252961359, 1.595099999999933, -0.031000000001345285,1.3156361585723685e-10, 0.39334857908427323, 0.4229688912497572, -0.8163174703308356, 3.3828663476669064e-12, 1.3155745398775114e-10,1.0,1.0,1
75891.868,-1.6007000000010656, -1.7270407185114056, -2.2029362544395443, -0.8081230270491488, 1.5950999999999333, -0.031000000001329298,1.3156361585723685e-10, 0.3933485790842732, 0.4229688912497572, -0.8163174703308353, 3.3828663476669064e-12, 1.315574539877511e-10,1.0,1.0,1
75891.876,-1.6007000000010345, -1.7269477380577225, -2.2028362722825126, -0.8083159896598637, 1.5950999999999342, -0.03100000000129821,1.3156361585723682e-10, 0.3933485790842731, 0.4229688912497571, -0.8163174703308353, 3.382866347666906e-12, 1.315574539877511e-10,1.0,1.0,1
75891.88399999999,-1.6007000000009892, -1.726811698417288, -2.2026899884545283, -0.8085983131282806, 1.5950999999999353, -0.031000000001252026,1.3156361585723682e-10, 0.39334857908427323, 0.4229688912497572, -0.8163174703308353, 3.3828663476669064e-12, 1.3155745398775114e-10,1.0,1.0,1
75891.89199999999,-1.6007000000009288, -1.7266325995901033, -2.2024974029555935, -0.8089699974543993, 1.595099999999937, -0.031000000001192518,1.3156361585723685e-10, 0.3933485790842732, 0.4229688912497572, -0.8163174703308355, 3.3828663476669064e-12, 1.315574539877511e-10,1.0,1.0,1
75891.9,-1.6007000000008542, -1.726410441576168, -2.202258515785706, -0.8094310426382201, 1.595099999999939, -0.03100000000111791,1.3156361585723685e-10, 0.3933485790842732, 0.4229688912497572, -0.8163174703308355, 3.382866347666906e-12, 1.315574539877511e-10,1.0,1.0,1
75891.908,-1.6007000000007654, -1.7261452243754816, -2.2019733269448665, -0.8099814486797428, 1.5950999999999411, -0.031000000001029093,1.3156361585723682e-10, 0.3933485790842732, 0.4229688912497572, -0.8163174703308355, 3.3828663476669056e-12, 1.315574539877511e-10,1.0,1.0,1
75891.916,-1.6007000000006624, -1.7258369479880447, -2.201641836433076, -0.8106212155789683, 1.5950999999999438, -0.031000000000926065,1.3156361585723685e-10, 0.39334857908427323, 0.42296889124975723, -0.8163174703308355, 3.3828663476669064e-12, 1.3155745398775114e-10,1.0,1.0,1
75891.924,-1.6007000000005451, -1.7254856124138565, -2.201264044250334, -0.8113503433358957, 1.595099999999947, -0.031000000000808825,1.3156361585723682e-10, 0.3933485790842732, 0.42296889124975723, -0.8163174703308355, 3.382866347666906e-12, 1.3155745398775114e-10,1.0,1.0,1
75891.932,-1.6007000000004137, -1.7250912176529178, -2.20083995039664, -0.8121688319505251, 1.5950999999999502, -0.031000000000677375,1.3156361585723682e-10, 0.3933485790842731, 0.4229688912497571, -0.8163174703308353, 3.382866347666906e-12, 1.315574539877511e-10,1.0,1.0,1
75891.94,-1.6007000000002671, -1.7246537637052288, -2.200369554871994, -0.8130766814228565, 1.595099999999954, -0.031000000000530825,1.3156361585723682e-10, 0.3933485790842731, 0.4229688912497571, -0.8163174703308353, 3.3828663476669056e-12, 1.315574539877511e-10,1.0,1.0,1
75891.94799999999,-1.6007000000001064, -1.7241732505707885, -2.1998528576763974, -0.8140738917528907, 1.595099999999958, -0.031000000000370065,1.3156361585723682e-10, 0.3933485790842731, 0.4229688912497572, -0.8163174703308353, 3.382866347666906e-12, 1.315574539877511e-10,1.0,1.0,1
75891.95599999999,-1.6006999999999314, -1.7236496782495978, -2.1992898588098484, -0.8151604629406259, 1.5950999999999627, -0.031000000000195094,1.3156361585723685e-10, 0.39334857908427323, 0.4229688912497572, -0.8163174703308355, 3.3828663476669064e-12, 1.3155745398775114e-10,1.0,1.0,1
75891.96399999999,-1.6006999999997413, -1.7230830467416558, -2.198680558272347, -0.816336394986064, 1.5950999999999675, -0.031000000000005024,1.3156361585723685e-10, 0.3933485790842732, 0.42296889124975723, -0.8163174703308353, 3.382866347666906e-12, 1.3155745398775114e-10,1.0,1.0,1
75891.972,-1.600699999999538, -1.7224733560469634, -2.198024956063895, -0.8176016878892041, 1.5950999999999727, -0.03099999999980163,1.3156361585723682e-10, 0.3933485790842732, 0.4229688912497571, -0.8163174703308353, 3.3828663476669056e-12, 1.315574539877511e-10,1.0,1.0,1
