t,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5,ss,tsf,do
6677.915999999999,-1.2882080817419013, -1.5325918058083374, -2.3501646141985177, -0.8458407687768199, 1.6004144599558456, 0.28158813487670364,-0.6172384763395755, -0.38419534843551895, 0.2906816366475503, 0.07474362407227955, -0.010497196804413043, -0.61742852477206,1.0,0.25,1
6677.924,-1.2900243800284468, -1.5337223467253587, -2.349309248600274, -0.8456208266935956, 1.6003835706945628, 0.27977127734983953,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227954, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6677.932,-1.291846261649484, -1.5348563629460479, -2.3484512535923776, -0.8454002085043424, 1.6003525864791202, 0.277948834769369,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227954, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6677.94,-1.293673726605011, -1.5359938544704042, -2.347590629174828, -0.8451789142090629, 1.6003215073095178, 0.27612080713529213,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227954, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6677.947999999999,-1.2955067748950304, -1.5371348212984266, -2.3467273753476254, -0.8449569438077553, 1.6002903331857554, 0.2742871944476089,-0.6172384763395755, -0.3841953484355189, 0.2906816366475503, 0.07474362407227954, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6677.956,-1.2973453688084575, -1.5382792399571432, -2.345861509870388, -0.8447343018669908, 1.6002590647491746, 0.27244803442901466,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6677.964,-1.299183082710579, -1.5394231108595822, -2.344996058824746, -0.8445117664899557, 1.6002278112786925, 0.2706097546926817,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6677.972,-1.301015213278209, -1.5405635064583532, -2.344133237188757, -0.8442899072189487, 1.60019665276237, 0.26877706000995516,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6677.98,-1.302841760511348, -1.541700426753458, -2.343273044962421, -0.8440687240539697, 1.6001655892002078, 0.26694995038083524,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6677.987999999999,-1.3046627244099955, -1.5428338717448948, -2.342415482145738, -0.843848216995017, 1.600134620592205, 0.2651284258053214,-0.6172384763395756, -0.38419534843551895, 0.2906816366475503, 0.07474362407227957, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6677.996,-1.3064781049741523, -1.5439638414326646, -2.3415605487387077, -0.8436283860420923, 1.6001037469383623, 0.2633124862834142,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.004,-1.3082879022038174, -1.5450903358167674, -2.34070824474133, -0.8434092311951957, 1.6000729682386796, 0.26150213181511317,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.012,-1.310092116098991, -1.546213354897203, -2.339858570153606, -0.8431907524543263, 1.6000422844931568, 0.25969736240041874,-0.6172384763395756, -0.3841953484355189, 0.2906816366475503, 0.07474362407227957, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6678.0199999999995,-1.3118907466596728, -1.5473328986739716, -2.3390115249755348, -0.8429729498194849, 1.600011695701794, 0.25789817803933046,-0.6172384763395756, -0.3841953484355189, 0.2906816366475503, 0.07474362407227957, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.027999999999,-1.3136837938858639, -1.548448967147074, -2.338167109207117, -0.8427558232906698, 1.599981201864591, 0.2561045787318488,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.036,-1.3154712577775634, -1.5495615603165076, -2.3373253228483515, -0.8425393728678836, 1.599950802981548, 0.25431656447797324,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413038, -0.6174285247720599,1.0,0.25,1
6678.044,-1.317253138334772, -1.550670678182275, -2.336486165899239, -0.8423235985511237, 1.5999204990526648, 0.25253413527770435,-0.6172384763395756, -0.38419534843551895, 0.2906816366475503, 0.07474362407227955, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6678.052,-1.3190294355574892, -1.5517763207443753, -2.33564963835978, -0.8421085003403919, 1.5998902900779413, 0.2507572911310416,-0.6172384763395756, -0.3841953484355189, 0.2906816366475503, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.0599999999995,-1.3208001494457156, -1.5528784880028077, -2.334815740229974, -0.8418940782356881, 1.599860176057378, 0.24898603203798547,-0.6172384763395756, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.067999999999,-1.3225652799994503, -1.553977179957574, -2.3339844715098206, -0.8416803322370114, 1.5998301569909745, 0.24722035799853542,-0.6172384763395756, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.61742852477206,1.0,0.25,1
6678.076,-1.3243248272186925, -1.555072396608673, -2.33315583219932, -0.8414672623443629, 1.5998002328787309, 0.2454602690126918,-0.6172384763395756, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6678.084,-1.3260787911034448, -1.5561641379561042, -2.332329822298473, -0.8412548685577406, 1.5997704037206473, 0.24370576508045483,-0.6172384763395756, -0.38419534843551895, 0.2906816366475503, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.092,-1.3278271716537056, -1.5572524039998683, -2.3315064418072784, -0.8410431508771472, 1.5997406695167233, 0.241956846201824,-0.6172384763395754, -0.38419534843551884, 0.29068163664755026, 0.07474362407227954, -0.010497196804413038, -0.6174285247720598,1.0,0.25,1
6678.099999999999,-1.3295699688694746, -1.5583371947399662, -2.3306856907257374, -0.8408321093025801, 1.5997110302669595, 0.24021351237679972,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.61742852477206,1.0,0.25,1
6678.107999999999,-1.331307182750753, -1.5594185101763962, -2.329867569053849, -0.840621743834042, 1.5996814859713555, 0.23847576360538164,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.116,-1.3330388132975397, -1.5604963503091591, -2.3290520767916134, -0.8404120544715301, 1.5996520366299114, 0.23674359988757016,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.124,-1.3347648605098348, -1.561570715138255, -2.3282392139390318, -0.8402030412150463, 1.5996226822426274, 0.23501702122336482,-0.6172384763395756, -0.38419534843551895, 0.2906816366475503, 0.07474362407227957, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6678.132,-1.3364853243876382, -1.5626416046636837, -2.327428980496102, -0.8399947040645905, 1.599593422809503, 0.23329602761276608,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.139999999999,-1.3382002049309518, -1.5637090188854454, -2.3266213764628256, -0.8397870430201619, 1.5995642583305385, 0.23158061905577348,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.148,-1.339909502139773, -1.56477295780354, -2.325816401839202, -0.8395800580817605, 1.599535188805734, 0.22987079555238754,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.156,-1.3416132160141032, -1.5658334214179677, -2.325014056625232, -0.8393737492493871, 1.5995062142350893, 0.22816655710260775,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.164,-1.343311346553942, -1.5668904097287282, -2.3242143408209146, -0.8391681165230409, 1.5994773346186049, 0.22646790370643455,-0.6172384763395755, -0.3841953484355189, 0.2906816366475502, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.172,-1.345003893759289, -1.5679439227358207, -2.3234172544262504, -0.8389631599027227, 1.59944854995628, 0.2247748353638675,-0.6172384763395755, -0.38419534843551895, 0.2906816366475503, 0.07474362407227957, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.179999999999,-1.3466908576301453, -1.5689939604392462, -2.322622797441239, -0.8387588793884317, 1.599419860248115, 0.22308735207490682,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.188,-1.3483722381665109, -1.5700405228390055, -2.321830969865881, -0.8385552749801679, 1.5993912654941103, 0.22140545383955273,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.196,-1.3500480353683848, -1.5710836099350969, -2.321041771700175, -0.8383523466779321, 1.599362765694265, 0.2197291406578049,-0.6172384763395756, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.204,-1.3517182492357662, -1.5721232217275212, -2.3202552029441224, -0.8381500944817244, 1.59933436084858, 0.21805841252966357,-0.6172384763395756, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
6678.2119999999995,-1.3533828797686578, -1.5731593582162793, -2.319471263597723, -0.8379485183915438, 1.5993060509570547, 0.21639326945512838,-0.6172384763395755, -0.38419534843551895, 0.2906816366475503, 0.07474362407227955, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6678.219999999999,-1.3550419269670577, -1.5741920194013694, -2.3186899536609764, -0.8377476184073904, 1.5992778360196893, 0.2147337114341999,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.228,-1.356695390830966, -1.5752212052827925, -2.317911273133883, -0.8375473945292651, 1.599249716036484, 0.2130797384668775,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.61742852477206,1.0,0.25,1
6678.236,-1.3583432713603827, -1.5762469158605485, -2.317135222016443, -0.8373478467571669, 1.5992216910074384, 0.21143135055316165,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.61742852477206,1.0,0.25,1
6678.244,-1.3599855685553086, -1.5772691511346366, -2.316361800308655, -0.8371489750910959, 1.5991937609325528, 0.2097885476930521,-0.6172384763395755, -0.3841953484355189, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.6174285247720599,1.0,0.25,1
6678.2519999999995,-1.361622282415743, -1.5782879111050594, -2.3155910080105206, -0.8369507795310529, 1.599165925811827, 0.20815132988654905,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.010497196804413042, -0.61742852477206,1.0,0.25,1
6678.259999999999,-1.3632534129416864, -1.5793031957718133, -2.3148228451220394, -0.836753260077038, 1.5991381856452611, 0.20651969713365226,-0.6172384763395755, -0.38419534843551884, 0.29068163664755026, 0.07474362407227955, -0.01049719680441304, -0.6174285247720599,1.0,0.25,1
