0,244,0,1,1790,2
0,232,0,1,1841,2
0,236,0,1,1629,2
0,232,0,1,1678,2
0,239,0,1,1634,0
0,232,0,1,1625,7
0,250,0,1,1594,7
0,239,0,1,1767,2
0,231,0,1,1570,2
0,235,0,1,1813,0
0,229,0,1,1569,7
0,231,0,1,1493,0
0,243,0,1,1788,2
0,237,0,1,1309,7
0,228,0,1,1548,2
0,240,0,1,1528,7
0,237,0,1,1321,2
0,220,0,1,1984,2
0,227,0,1,1448,7
0,238,0,1,1136,2
0,237,0,1,1299,7
0,226,0,1,1648,2
0,222,0,1,1682,2
0,224,0,1,1373,2
0,233,0,1,1421,2
0,230,0,1,1407,2
0,225,0,1,1214,2
0,235,0,1,1875,2
0,226,0,1,1275,7
0,230,0,1,1332,2
0,213,0,1,1361,7
0,234,0,1,1801,2
0,237,0,1,1272,2
0,237,0,1,1507,2
0,220,0,1,1837,2
0,237,0,1,1351,7
0,225,0,1,1736,2
0,233,0,1,1737,2
0,230,0,1,1350,2
0,230,0,1,1237,7
0,228,0,1,1212,7
0,234,0,1,1367,7
0,237,0,1,1050,7
0,225,0,1,1007,7
0,227,0,1,1217,7
0,224,0,1,1208,7
0,242,0,1,1310,7
0,235,0,1,1396,7
0,227,0,1,1045,7
0,235,0,1,939,7
0,240,0,1,673,0
0,231,0,1,567,0
0,237,0,1,533,0
0,237,0,1,518,0
0,224,0,1,524,0
0,239,0,1,506,0
0,238,0,1,499,0
0,236,0,1,497,0
0,248,0,1,495,0
0,236,0,1,484,0
0,237,0,1,488,0
0,238,0,1,476,0
0,239,0,1,481,0
0,235,0,1,495,0
0,238,0,1,483,0
0,243,0,1,486,0
0,239,0,1,486,0
0,243,0,1,474,0
0,247,0,1,476,0
0,242,0,1,474,0
0,252,0,1,467,0
0,238,0,1,487,0
0,247,0,1,527,0
0,249,0,1,505,0
0,240,0,1,488,0
0,253,0,1,469,0
0,246,0,1,514,0
0,245,0,1,504,0
0,247,0,1,521,0
0,246,0,1,474,0
0,242,0,1,475,0
0,248,0,1,470,0
0,254,0,1,487,0
0,252,0,1,474,0
0,244,0,1,478,0
0,237,0,1,512,0
0,238,0,1,517,0
0,238,0,1,502,0
0,244,0,1,468,0
0,233,0,1,500,0
0,240,0,1,480,0
0,244,0,1,480,0
0,237,0,1,488,0
0,241,0,1,483,0
0,244,0,1,491,0
0,240,0,1,516,0
0,249,0,1,497,0
